食材:ID,:LABEL,amount,eat_method,name,not_user,pickking_time,production_method,production_place,side_effects,taste,toxicity,user
49585,食材,,,醋二钱,,,,,,,,
49586,食材,,,葱末一钱,,,,,,,,
49587,食材,,,网油,,,,,,,,
49588,食材,,,马蹄（荸荠）肉,,,,,,,,
49589,食材,,,白肉,,,,,,,,
49590,食材,,,韭王,,,,,,,,
49591,食材,,,蛋白,,,,,,,,
49593,食材,,,金钱蟹,,,,,,,,
49598,食材,,,熟蟹肉,,,,,,,,
50529,食材,,,香蕉片,,,,,,,,
50561,食材,,,稠小米粥,,,,,,,,
50637,食材,,,板栗南瓜,,,,,,,,
50669,食材,,,干酵母,,,,,,,,
51162,食材,,,阿魏,,春末夏初盛花期至初果期采收,,,,,无毒,
51163,食材,,,熏渠,,,,,,,,
51164,食材,,,哈昔泥,,,,,,,,
51165,食材,,,艾草,,,,,,,,
51166,食材,,,冰台,,,,,,,,
51167,食材,,,遏草,,,,,,,,
51168,食材,,,香艾,,,,,,,,
51169,食材,,,蕲艾,,,,,,,,
51170,食材,,,艾蒿,,,,,,,,
51171,食材,,,灸草,,,,,,,,
51172,食材,,,医草,,,,,,,,
51173,食材,,,黄草,,,,,,,,
51174,食材,,,艾绒,,,,,,,,
51175,食材,,,艾纳香根,,秋季,,,,,,
51176,食材,,,大风艾根,,,,,,,,
51177,食材,,,艾片,,9～10月间,,,,,,
51178,食材,,,菊科,,,,,,,,
51179,食材,,,艾实,,9～10月，果实成熟后采收,,,,,,
51180,食材,,,艾子,,,,,,,,
51181,食材,,,艾条,,,,,,,,
51183,食材,,,艾叶,,夏季花未开时采摘,,,,,有小毒,
51184,食材,,,家艾,,,,,,,,
51185,食材,,,桉树,,,,,,,,
51186,食材,,,白柴油树（潮汕）,,,,,,,,
51187,食材,,,莽树（南澳）,,,,,,,,
51188,食材,,,有加利（尤加利）,,,,,,,,
51189,食材,,,大叶桉树,,,,,,,,
51190,食材,,,巴旦木,,,,美国加利福尼亚州,,,,
51191,食材,,,薄壳杏仁,,,,,,,,
51192,食材,,,巴旦杏,,,,,,,,
51193,食材,,,扁桃仁,,,,,,,,
51194,食材,,,巴氏奶,,,,,,,,
51195,食材,,,巴氏乳,,,,,,,,
51196,食材,,,市乳,,,,,,,,
51197,食材,,,粑,,,,,,,,
51198,食材,,,白背叶,,,,,,,,
51199,食材,,,白鹤草,,,,,,,,
51200,食材,,,叶下白,,,,,,,,
51201,食材,,,白背木,,,,,,,,
51202,食材,,,白背娘,,,,,,,,
51203,食材,,,白朴树,,,,,,,,
51204,食材,,,白帽顶,,,,,,,,
51205,食材,,,白刺,,,,,,,,
51206,食材,,,酸胖,,,,,,,,
51207,食材,,,哈尔马格,,,,,,,,
51208,食材,,,唐古特,,,,,,,,
51209,食材,,,甘青白刺,,,,,,,,
51210,食材,,,多骨,,,,,,,,
51211,食材,,,壳蔻,,,,,,,,
51212,食材,,,白蔻,,,,,,,,
51213,食材,,,百叩,,,,,,,,
51214,食材,,,叩仁,,,,,,,,
51215,食材,,,白附子,,秋季采挖,,,,,有毒,
51216,食材,,,独角莲,,,,,,,,
51217,食材,,,牛奶白附,,,,,,,,
51218,食材,,,银杏子,,,,,,,,
51219,食材,,,公孙树子,,,,,,,,
51220,食材,,,佛指甲,,,,,,,,
51221,食材,,,白蔹,,,,,,,,
51222,食材,,,山地瓜,,,,,,,,
51223,食材,,,野红薯,,,,,,,,
51224,食材,,,山葡萄秧,,,,,,,,
51225,食材,,,白根,,,,,,,,
51226,食材,,,五爪藤,,,,,,,,
51227,食材,,,菟核,,,,,,,,
51228,食材,,,白毛猴,,,,,,,,
51229,食材,,,白绿,,,,,,,,
51230,食材,,,丝茅草,,,,,,,,
51231,食材,,,茅草,,,,,,,,
51232,食材,,,白茅草,,,,,,,,
51233,食材,,,白蒲黄酒,,,,,,,,
51234,食材,,,液体蛋糕,,,,,,,,
51235,食材,,,青羊参,,,,,,,,
51240,食材,,,白芍生菜,,,,,,,,
51250,食材,,,桴蓟,,,,,,,,
51251,食材,,,于术,,,,,,,,
51252,食材,,,冬白术,,,,,,,,
51253,食材,,,淅术,,,,,,,,
51254,食材,,,杨桴,,,,,,,,
51255,食材,,,吴术,,,,,,,,
51256,食材,,,山蓟,,,,,,,,
51257,食材,,,杨枹蓟,,,,,,,,
51258,食材,,,山芥,,,,,,,,
51259,食材,,,白薇,,,,,,,,
51260,食材,,,白龙须,,,,,,,,
51261,食材,,,白马薇,,,,,,,,
51262,食材,,,白马尾,,,,,,,,
51263,食材,,,白幕,,,,,,,,
51264,食材,,,半拉瓢,,,,,,,,
51265,食材,,,翅果白薇,,,,,,,,
51266,食材,,,春草,,,,,,,,
51267,食材,,,大白薇,,,,,,,,
51268,食材,,,白鲜,,,,,,,,
51269,食材,,,千金拔,,,,,,,,
51270,食材,,,八股牛,,,,,,,,
51271,食材,,,山牡丹,,,,,,,,
51272,食材,,,白膻,,,,,,,,
51273,食材,,,白羊鲜,,,,,,,,
51274,食材,,,白藓皮,,,,,,,,
51275,食材,,,白鲜皮,,,,,,,,
51276,食材,,,羊鲜草,,,,,,,,
51281,食材,,,白岳黄芽,,,,,,,,
51282,食材,,,齐云道茶,,,,,,,,
51283,食材,,,百部—直立百部,,,,,,,,
51284,食材,,,药虱药,,,,,,,,
51285,食材,,,一窝虎,,,,,,,,
51286,食材,,,百合荔枝,,,,,,,,
51287,食材,,,百会,,,,,,,,
51288,食材,,,百会穴,,,,,,,,
51289,食材,,,百香果,,,,,,,,
51290,食材,,,西番莲果,,,,,,,,
51291,食材,,,热情果或西番果,,,,,,,,
51292,食材,,,柏实,,,,,,,,
51293,食材,,,柏子,,,,,,,,
51294,食材,,,柏仁,,,,,,,,
51295,食材,,,侧柏子,,,,,,,,
51296,食材,,,败酱草,,,,,,,,
51297,食材,,,苏败酱,,,,,,,,
51298,食材,,,遏蓝菜,,,,,,,,
51299,食材,,,菥蓂,,,,,,,,
51300,食材,,,斑龙,,,,,,,,
51301,食材,,,巨齿龙,,,,,,,,
51302,食材,,,斑蝥,,夏、秋二季捕捉,,,,,有大毒,
51303,食材,,,花斑蝥,,,,,,,,
51304,食材,,,花壳,,,,,,,,
51305,食材,,,菘蓝,,,,,,,,
51306,食材,,,山蓝,,,,,,,,
51307,食材,,,大蓝根,,,,,,,,
51308,食材,,,马蓝根,,,,,,,,
51309,食材,,,瓜仁草,,,,,,,,
51310,食材,,,急解索,,,,,,,,
51311,食材,,,细米草,,,,,,,,
51312,食材,,,地文,,,,,,,,
51313,食材,,,守田,,,,,,,,
51314,食材,,,羊眼半夏,,,,,,,,
51315,食材,,,蝎子草,,,,,,,,
51316,食材,,,麻芋果,,,,,,,,
51317,食材,,,三步跳,,,,,,,,
51318,食材,,,和姑,,,,,,,,
51319,食材,,,包饺子,,,,,,,,
51320,食材,,,包饺子儿歌,,,,,,,,
51321,食材,,,包子,,,,,,,,
51322,食材,,,蛮头,,,,,,,,
51323,食材,,,曼头,,,,,,,,
51328,食材,,,苞叶雪莲,,,,,,,,
51329,食材,,,苞叶风毛菊,,,,,,,,
51330,食材,,,野薄荷,,,,,,,,
51331,食材,,,夜息香,,,,,,,,
51332,食材,,,宝盖草,,,,,,,,
51333,食材,,,珍珠莲,,,,,,,,
51334,食材,,,接骨草,,,,,,,,
51335,食材,,,莲台夏枯草,,,,,,,,
51336,食材,,,海耳,,,,,,,,
51337,食材,,,鳆鱼,,,,,,,,
51338,食材,,,镜面鱼,,,,,,,,
51339,食材,,,九孔螺,,,,,,,,
51340,食材,,,将军帽,,,,,,,,
51341,食材,,,白戟鱼,,,,,,,,
51342,食材,,,阔口鱼,,,,,,,,
51343,食材,,,白冀,,,,,,,,
51344,食材,,,北五味子叶,,,,,,,,
51345,食材,,,北五味子,,,,,,,,
51346,食材,,,川贝,,,,,,,,
51347,食材,,,勤母,,,,,,,,
51348,食材,,,苦菜,,,,,,,,
51349,食材,,,苦花,,,,,,,,
51350,食材,,,空草,,,,,,,,
51351,食材,,,药实,,,,,,,,
51354,食材,,,荜澄茄,,,,,,,,
51355,食材,,,澄茄,,,,,,,,
51356,食材,,,毗陵茄子,,,,,,,,
51357,食材,,,毕澄茄,,,,,,,,
51358,食材,,,薜荔,,,,,,,,
51359,食材,,,凉粉子,,,,,,,,
51360,食材,,,木莲,,,,,,,,
51361,食材,,,凉粉果,,,,,,,,
51362,食材,,,边缘系统,,,,,,,,
51365,食材,,,扁平疣外治方,,,,,,,,
51369,食材,,,苄嘧磺隆,,,,,,,,
51370,食材,,,农得时,,,,,,,,
51371,食材,,,鳖甲,,春、夏、秋季捕捉,,,,,,
51372,食材,,,上甲,,,,,,,,
51373,食材,,,团鱼壳,,,,,,,,
51374,食材,,,槟榔子,,,,,,,,
51375,食材,,,大腹子,,,,,,,,
51376,食材,,,宾门,,,,,,,,
51377,食材,,,橄榄子,,,,,,,,
51378,食材,,,青仔,,,,,,,,
51379,食材,,,冰棍,,,,,,,,
51380,食材,,,冰糕,,,,,,,,
51381,食材,,,棒冰,,,,,,,,
51382,食材,,,霜支,,,,,,,,
51383,食材,,,雪条,,,,,,,,
51384,食材,,,冰火菠萝油,,,,,,,,
51385,食材,,,冰火菠萝,,,,,,,,
51386,食材,,,冰火菠萝包,,,,,,,,
51387,食材,,,冰粮,,,,,,,,
51388,食材,,,冰汁杏淖,,,,,,,,
51389,食材,,,杏酪,,,,,,,,
51390,食材,,,波罗蜜,,,,,,,,
51391,食材,,,苞萝,,,,,,,,
51392,食材,,,木菠萝,,,,,,,,
51393,食材,,,树菠萝,,,,,,,,
51394,食材,,,大树菠萝,,,,,,,,
51395,食材,,,蜜冬瓜,,,,,,,,
51396,食材,,,牛肚子果,,,,,,,,
51397,食材,,,亳菊,,,,,,,,
51398,食材,,,亳菊花,,,,,,,,
51399,食材,,,博落回,,,,,,,,
51400,食材,,,勃逻回,,,,,,,,
51401,食材,,,勃勒回,,,,,,,,
51402,食材,,,菠萝筒,,,,,,,,
51403,食材,,,大叶莲,,,,,,,,
51404,食材,,,三钱三,,,,,,,,
51405,食材,,,补气,,,,,,,,
51406,食材,,,益气,,,,,,,,
51408,食材,,,不寐,,,,,,,,
51409,食材,,,不得卧,,,,,,,,
51410,食材,,,目不瞑,,,,,,,,
51411,食材,,,布孜察曲,,,,,,,,
51412,食材,,,二道桥温泉,,,,,,,,
51413,食材,,,彩色土豆,,,,,,,,
51414,食材,,,彩色马铃薯,,,,,,,,
51415,食材,,,彩叶凤梨,,,,,,,,
51416,食材,,,贞凤梨,,,,,,,,
51417,食材,,,赪凤梨,,,,,,,,
51418,食材,,,红星凤梨,,,,,,,,
51419,食材,,,红杯凤梨,,,,,,,,
51420,食材,,,羞凤梨,,,,,,,,
51421,食材,,,菜包子,,,,,,,,
51423,食材,,,菜豆树,,,,,,,,
51424,食材,,,蛇树,,,,,,,,
51425,食材,,,豆角树,,,,,,,,
51426,食材,,,接骨凉伞,,,,,,,,
51427,食材,,,牛尾树,,,,,,,,
51428,食材,,,幸福树,,,,,,,,
51429,食材,,,南豆,,,,,,,,
51430,食材,,,胡豆,,,,,,,,
51431,食材,,,竖豆,,,,,,,,
51432,食材,,,佛豆,,,,,,,,
51433,食材,,,蚕沙,,6～8月收集,,,,,无毒,
51434,食材,,,原蚕屎,,,,,,,,
51435,食材,,,晚蚕沙,,,,,,,,
51436,食材,,,蚕砂,,,,,,,,
51437,食材,,,苍耳,,,,,,,,
51438,食材,,,卷耳,,,,,,,,
51439,食材,,,葹,,,,,,,,
51440,食材,,,苓耳,,,,,,,,
51441,食材,,,胡葈xi,,,,,,,,
51442,食材,,,地葵,,,,,,,,
51443,食材,,,枲耳,,,,,,,,
51444,食材,,,葈耳,,,,,,,,
51445,食材,,,白胡荽,,,,,,,,
51446,食材,,,常枲,,,,,,,,
51447,食材,,,爵耳,,,,,,,,
51448,食材,,,苍耳子,,秋季,,,,,有毒,
51449,食材,,,苍子,,,,,,,,
51450,食材,,,牛虱子,,,,,,,,
51451,食材,,,菜耳,,,,,,,,
51452,食材,,,老苍子,,,,,,,,
51453,食材,,,赤术,,,,,,,,
51454,食材,,,枪头菜,,,,,,,,
51455,食材,,,马蓟,,,,,,,,
51456,食材,,,苍术苗,,,,,,,,
51457,食材,,,山姜,,,,,,,,
51458,食材,,,藏波罗花,,,,,,,,
51459,食材,,,乌确码子布（藏语）,,,,,,,,
51460,食材,,,角蒿（西藏）,,,,,,,,
51461,食材,,,草豆蔻,,夏、秋二季采收,,,,,无毒,
51462,食材,,,草蔻,,,,,,,,
51463,食材,,,草豆蔻散,,,,,,,,
51465,食材,,,草还丹加减,,,,,,,,
51467,食材,,,草石蚕,,,,,,,,
51468,食材,,,甘露子,,,,日本,,,,
51469,食材,,,草酸,,,,,,,,
51470,食材,,,乙二酸,,,,,,,,
51471,食材,,,侧柏,,,,,,,,
51472,食材,,,黄柏,,7月份,,,,,,
51473,食材,,,香柏,,,,,,,,
51474,食材,,,扁柏,,,,,,,,
51475,食材,,,扁桧,,,,,,,,
51476,食材,,,香树,,,,,,,,
51477,食材,,,香柯树,,,,,,,,
51478,食材,,,侧柏叶,,四季可采,,,,,,
51479,食材,,,柏树,,,,,,,,
51480,食材,,,地熏,,,,,,,,
51481,食材,,,山菜,,,,,,,,
51482,食材,,,菇草,,,,,,,,
51483,食材,,,柴草,,,,,,,,
51484,食材,,,蝉蜕,,夏、秋二季,,,,,无毒,
51485,食材,,,蝉退,,,,,,,,
51486,食材,,,蝉衣,,,,,,,,
51487,食材,,,蝉壳,,,,,,,,
51488,食材,,,蚱蟟皮,,,,,,,,
51489,食材,,,巢蕨,,,,,,,,
51490,食材,,,鸟巢蕨,,,,,,,,
51491,食材,,,山苏花,,,,,,,,
51492,食材,,,七星剑,,,,,,,,
51493,食材,,,雀巢蕨,,,,,,,,
51494,食材,,,尖刀如意散,,,,,,,,
51495,食材,,,老鹰七,,,,,,,,
51496,食材,,,潮汕糜,,,,,,,,
51497,食材,,,“厚粥”,,,,,,,,
51498,食材,,,扯根菜,,,,,,,,
51499,食材,,,赶黄草,,,,,,,,
51500,食材,,,水泽兰,,,,,,,,
51501,食材,,,水杨柳,,,,,,,,
51502,食材,,,郴州碧云,,,,,,,,
51504,食材,,,橘皮,,,,,,,,
51505,食材,,,陈皮芋头鸭,,,,,,,,
51507,食材,,,承泣,,,,,,,,
51508,食材,,,鼷穴,,,,,,,,
51509,食材,,,面髎,,,,,,,,
51510,食材,,,谿穴,,,,,,,,
51516,食材,,,金环,,,,,,,,
51517,食材,,,黄果,,,,,,,,
51518,食材,,,柑子,,,,,,,,
51519,食材,,,柳丁,,,,,,,,
51520,食材,,,香橙,,,,,,,,
51521,食材,,,赤石脂,,,,,,,,
51522,食材,,,赤符,,,,,,,,
51523,食材,,,红高岭,,,,,,,,
51524,食材,,,赤石土,,,,,,,,
51525,食材,,,红土,,,,,,,,
51526,食材,,,小菽,,,,,,,,
51527,食材,,,赤菽,,,,,,,,
51528,食材,,,饭豆,,,,,,,,
51529,食材,,,菜豆,,,,,,,,
51530,食材,,,赤豇豆,,,,,,,,
51531,食材,,,红饭豆,,,,,,,,
51532,食材,,,冲阳,,,,,,,,
51533,食材,,,会原,,,,,,,,
51534,食材,,,会骨,,,,,,,,
51535,食材,,,趺阳,,,,,,,,
51539,食材,煎汤，1～3钱。外用：捣敷,,臭草,,,,,,,,
51540,食材,,,臭艾,,,,,,,,
51541,食材,,,小香草,,,,,,,,
51542,食材,,,荆芥七。,,,,,,,,
51545,食材,,,臭牡丹,,,,,,,,
51546,食材,,,大红袍,,,,,,,,
51547,食材,,,臭八宝,,,,,,,,
51548,食材,,,矮童子,,,,,,,,
51549,食材,,,野朱桐,,,,,,,,
51550,食材,,,臭枫草,,,,,,,,
51551,食材,,,臭珠桐,,,,,,,,
51552,食材,,,臭脑壳,,,,,,,,
51553,食材,,,臭梧桐叶,,,,,,,,
51554,食材,,,海州常山,,,,,,,,
51555,食材,,,楮实子,,,,,,,,
51556,食材,,,彀木子,,,,,,,,
51557,食材,,,纱纸树,,,,,,,,
51558,食材,,,构树子,,,,,,,,
51559,食材,,,壳树,,,,,,,,
51560,食材,,,鹿仔树。,,,,,,,,
51561,食材,,,楮叶,,,,,,,,
51562,食材,,,构叶,,,,,,,,
51563,食材,,,谷树叶,,,,,,,,
51564,食材,,,川楝子,,冬季果实成熟时采收,,,,,有小毒,
51565,食材,,,金铃子,,,,,,,,
51566,食材,,,川楝实,,,,,,,,
51567,食材,,,楝实,,,,,,,,
51568,食材,,,川木香,,秋季采挖,,,,,,
51569,食材,,,木香,,,,,,,,
51570,食材,,,铁杆木香,,,,,,,,
51571,食材,,,槽子木香,,,,,,,,
51572,食材,,,山鞠穷,,,,,,,,
51573,食材,,,芎藭,,,,,,,,
51574,食材,,,香果,,,,,,,,
51575,食材,,,胡藭,,,,,,,,
51576,食材,,,雀脑芎,,,,,,,,
51577,食材,,,京芎,,,,,,,,
51578,食材,,,贯芎,,,,,,,,
51579,食材,,,生川军,,,,,,,,
51580,食材,,,穿龙薯蓣,,,,,,,,
51581,食材,,,穿山龙,,,,,,,,
51582,食材,,,野山药,,,,,,,,
51583,食材,,,地龙骨,,,,,,,,
51584,食材,,,鸡骨头,,,,,,,,
51585,食材,,,龙萆,,,,,,,,
51586,食材,,,穿地龙,,,,,,,,
51587,食材,,,垂盆草,,夏、秋二季,,,,,无毒,
51588,食材,,,狗牙草,,,,,,,,
51589,食材,,,瓜子草,,,,,,,,
51590,食材,,,石指甲,,,,,,,,
51591,食材,,,狗牙瓣,,,,,,,,
51592,食材,,,椿皮,,全年,,,,,无毒,
51593,食材,,,臭椿,,,,,,,,
51594,食材,,,椿根皮,,,,,,,,
51595,食材,,,纯净水,,,,,,,,
51596,食材,,,高纯水,,,,,,,,
51597,食材,,,唇风,,,,,,,,
51598,食材,,,驴嘴风,,,,,,,,
51599,食材,,,口周皮炎,,,,,,,,
51600,食材,,,唇瞤,,,,,,,,
51601,食材,,,剪刀草,,,,,,,,
51602,食材,,,燕尾草,,,,,,,,
51603,食材,,,蔬卵,,,,,,,,
51604,食材,,,磁带,,,,,,,,
51605,食材,,,录音带,,,,,,,,
51606,食材,,,磁石,,,,,,,,
51607,食材,,,吸铁石,,,,,,,,
51608,食材,,,灵磁石,,,,,,,,
51609,食材,,,磁铁石,,,,,,,,
51610,食材,,,青青草,,,,,,,,
51611,食材,,,蓟蓟草,,,,,,,,
51612,食材,,,刺狗牙,,,,,,,,
51613,食材,,,刺蓟,,,,,,,,
51614,食材,,,枪刀菜,,,,,,,,
51615,食材,,,小恶鸡婆,,,,,,,,
51616,食材,,,刺蒺藜,,,,,,,,
51617,食材,,,茨,,,,,,,,
51618,食材,,,蒺藜,,,,,,,,
51619,食材,,,蒺藜子,,,,,,,,
51620,食材,,,旁通,,,,,,,,
51621,食材,,,屈人,,,,,,,,
51622,食材,,,止行,,,,,,,,
51623,食材,,,豺羽,,,,,,,,
51624,食材,,,升推,,,,,,,,
51625,食材,,,即藜,,,,,,,,
51626,食材,,,刺猬皮,,全年均可捕捉，于冬眠时捕获更易,,,,,小毒,
51627,食材,,,猬皮,,,,,,,,
51628,食材,,,刺鼠皮,,,,,,,,
51629,食材,,,猬鼠皮,,,,,,,,
51630,食材,,,刺球子皮,,,,,,,,
51631,食材,,,仙人衣,,,,,,,,
51632,食材,,,毛刺,,,,,,,,
51633,食材,,,刺苋,,,,,,,,
51634,食材,,,苁蓉,,,,,,,,
51635,食材,,,大芸,,,,,,,,
51636,食材,,,促肾上腺皮质激素,,,,,,,,
51637,食材,,,ACTH,,,,,,,,
51638,食材,,,翠云草,,,,,,,,
51639,食材,,,龙须,,,,,,,,
51640,食材,,,蓝草,,,,,,,,
51641,食材,,,蓝地柏,,,,,,,,
51642,食材,,,绿绒草,,,,,,,,
51643,食材,,,大玻璃草,,,,,,,,
51644,食材,,,大车前,,,,,,,,
51645,食材,,,牛舌头草,,,,,,,,
51646,食材,,,大草寇,,秋季,,,,,,
51647,食材,,,土砂仁,,,,,,,,
51648,食材,,,大野豌豆,,,,,,,,
51649,食材,,,薇（诗经）,,,,,,,,
51650,食材,,,山扁豆（山西）,,,,,,,,
51651,食材,,,山木樨（河北）,,,,,,,,
51652,食材,,,大风子,,10-12月,,,,,有毒,
51653,食材,,,大枫子,,,,,,,,
51654,食材,,,麻风子,,,,,,,,
51655,食材,,,驱虫大风子,,,,,,,,
51656,食材,,,大羮,,,,,,,,
51657,食材,,,大肉汤,,,,,,,,
51658,食材,,,大红花点地梅,,6-7月,,,,,,
51659,食材,,,点地梅,,,,,,,,
51660,食材,,,绿棱点地梅,,,,,,,,
51661,食材,,,大黄,,,,,,,,
51662,食材,,,将军,,,,,,,,
51663,食材,,,黄良,,,,,,,,
51664,食材,,,火参,,,,,,,,
51665,食材,,,肤如,,,,,,,,
51666,食材,,,蜀,,,,,,,,
51667,食材,,,锦纹,,,,,,,,
51668,食材,,,唛角,,,,,,,,
51669,食材,,,大刺儿菜,,,,,,,,
51670,食材,,,大刺盖,,,,,,,,
51671,食材,,,老虎脷,,,,,,,,
51672,食材,,,大家鼠,,,,,,,,
51673,食材,,,褐家鼠,,,,,,,,
51674,食材,,,沟鼠,,,,,,,,
51675,食材,,,挪威鼠,,,,,,,,
51676,食材,,,白尾吊,,,,,,,,
51677,食材,,,大老鼠。,,,,,,,,
51678,食材,,,麦子,,,,,,,,
51679,食材,,,独蒜,,,,,,,,
51680,食材,,,胡蒜,,,,,,,,
51681,食材,,,大蒜素,,,,,,,,
51682,食材,,,蒜素,,,,,,,,
51683,食材,,,蒜辣素,,,,,,,,
51684,食材,,,大蒜长芽,,,,,,,,
51685,食材,,,蒜薹,,,,平原地带,,,,
51686,食材,,,蒜毫,,,,,,,,
51687,食材,,,大血藤,,,,,,,,
51688,食材,,,血藤,,,,,,,,
51689,食材,,,红皮藤,,,,,,,,
51690,食材,,,大活血,,,,,,,,
51691,食材,,,红藤,,,,,,,,
51692,食材,,,大叶草藤,,,,,,,,
51695,食材,,,代代花,,,,,,,,
51696,食材,,,酸橙,,,,,,,,
51697,食材,,,回青橙,,,,,,,,
51698,食材,,,玳玳,,,,,,,,
51699,食材,,,代可可脂,,,,,,,,
51700,食材,,,CBR,,,,,,,,
51701,食材,,,非调温型硬脂,,,,,,,,
51702,食材,,,牙带鱼,,,,,,,,
51703,食材,,,红根,,,,,,,,
51704,食材,,,血参根,,,,,,,,
51705,食材,,,丹参—甘西鼠尾,,,,,,,,
51706,食材,,,甘肃丹参,,,,,,,,
51707,食材,,,红秦艽,,,,,,,,
51708,食材,,,紫丹参,,,,,,,,
51709,食材,,,蛋白质,,,,,,,,
51710,食材,,,“朊（ruǎn)”,,,,,,,,
51711,食材,,,朊,,,,,,,,
51712,食材,,,蛋白质工程,,,,,,,,
51714,食材,,,干归,,,,,,,,
51715,食材,,,当归蛇火锅,,,,,,,,
51718,食材,,,当门子,,,,,,,,
51719,食材,,,元寸,,,,,,,,
51723,食材,,,道地药材,,,,,,,,
51724,食材,,,地道药材,,,,,,,,
51725,食材,,,稻槎菜,,春、夏季,,,,,无毒（《食物中药与便方》）,
51726,食材,,,鹅里腌,,,,,,,,
51727,食材,,,回荠,,,,,,,,
51728,食材,,,地枫皮,,春、秋二季剥取,,,,,有小毒,
51729,食材,,,追地风,,,,,,,,
51730,食材,,,钻地风,,,,,,,,
51731,食材,,,地风,,,,,,,,
51732,食材,,,豆薯,,,,,,,,
51733,食材,,,地椒,,7-8月,,,,,小毒,
51734,食材,,,地花椒,,,,,,,,
51735,食材,,,山椒,,,,,,,,
51736,食材,,,山胡椒,,,,,,,,
51737,食材,,,地锦草,,夏、秋二季,,,,,无毒,
51738,食材,,,血见愁,,,,,,,,
51739,食材,,,红丝草,,,,,,,,
51740,食材,,,奶浆草,,,,,,,,
51741,食材,,,地龙酒,,,,,,,,
51744,食材,,,地笋子,,,,,,,,
51745,食材,,,地蚕子,,,,,,,,
51746,食材,,,地藕,,,,,,,,
51747,食材,,,黄爪香,,,,,,,,
51748,食材,,,猪人参,,,,,,,,
51749,食材,,,血箭草,,,,,,,,
51750,食材,,,秧草,,,,,,,,
51751,食材,,,水灯心,,,,,,,,
51752,食材,,,野席草,,,,,,,,
51753,食材,,,低聚糖,,,,,,,,
51754,食材,,,寡糖,,,,,,,,
51755,食材,,,棣棠花,,,,,,,,
51756,食材,,,棣棠,,,,,,,,
51757,食材,,,地棠,,,,,,,,
51758,食材,,,蜂棠花,,,,,,,,
51759,食材,,,黄度梅,,,,,,,,
51760,食材,,,金棣棠梅,,,,,,,,
51761,食材,,,黄榆梅,,,,,,,,
51762,食材,,,碘苷,,,,,,,,
51763,食材,,,碘甙,,,,,,,,
51764,食材,,,疱疹净,,,,,,,,
51765,食材,,,碘去氧尿啶,,,,,,,,
51766,食材,,,5-碘去氧尿苷,,,,,,,,
51767,食材,,,碘脱氧尿苷,,,,,,,,
51768,食材,,,IDU,,,,,,,,
51769,食材,,,IDUR,,,,,,,,
51771,食材,,,电灯花,,,,,,,,
51772,食材,,,毛地黄叶吊钟柳,,,,,,,,
51773,食材,,,丁公藤,,全年均可采收,,,,,有小毒,
51774,食材,,,麻辣子,,,,,,,,
51775,食材,,,包公藤,,,,,,,,
51776,食材,,,丁茄,,夏、秋采全草；秋季采根、果,,,,,有毒,
51777,食材,,,癫茄,,,,,,,,
51778,食材,,,野番茄,,,,,,,,
51779,食材,,,钮茄根,,,,,,,,
51780,食材,,,山马铃,,,,,,,,
51781,食材,,,刺丁茄,,,,,,,,
51782,食材,,,番鬼茄,,,,,,,,
51783,食材,,,东方蝾螈,,,,,,,,
51784,食材,,,中国火龙,,,,,,,,
51785,食材,,,夏草冬虫,,,,,,,,
51786,食材,,,白瓜皮,,,,,,,,
51787,食材,,,白东瓜皮,,,,,,,,
51788,食材,,,冬苋菜,,,,,,,,
51789,食材,,,马蹄莱,,,,,,,,
51790,食材,,,冬葵,,,,,,,,
51791,食材,,,滑菜,,,,,,,,
51792,食材,,,滑肠菜,,,,,,,,
51793,食材,,,冬凌草,,,,,,,,
51794,食材,,,冰凌花,,,,,,,,
51795,食材,,,冰凌草,,,,,,,,
51796,食材,,,六月令,,,,,,,,
51797,食材,,,山荏,,,,,,,,
51798,食材,,,明镜草,,,,,,,,
51799,食材,,,豆包菌,,夏、秋季,,,,,无毒,
51800,食材,,,酸酱菌,,,,,,,,
51801,食材,,,马屁包,,,,,,,,
51802,食材,,,色豆马勃,,,,,,,,
51803,食材,,,牛眼睛,,,,,,,,
51804,食材,,,豆苞菇,,,,,,,,
51805,食材,,,豆包,,,,,,,,
51806,食材,,,毒蝇鹅膏菌,,,,,,,,
51807,食材,,,哈蟆菌,,,,,,,,
51808,食材,,,捕蝇菌,,,,,,,,
51809,食材,,,毒蝇菌,,,,,,,,
51810,食材,,,毒蝇伞,,,,,,,,
51811,食材,,,毒蝇鹅膏菌撒,,,,,,,,
51812,食材,,,独活,,春初苗刚发芽或秋末茎叶枯萎时采挖。,,,,,无毒,
51813,食材,,,长生草,,,,,,,,
51814,食材,,,独滑,,,,,,,,
51815,食材,,,丝楝树皮,,,,,,,,
51816,食材,,,丝棉皮,,,,,,,,
51817,食材,,,棉树皮,,,,,,,,
51818,食材,,,胶树,,,,,,,,
51819,食材,,,杜仲酒,,,,,,,,
51821,食材,,,短萼黄连,,,,,,,,
51822,食材,,,短萼黄连（变种）,,,,,,,,
51823,食材,,,断肠草,,,,,,,,
51824,食材,,,堆莴苣,,夏、秋季,,,,,无毒,
51825,食材,,,铁麻,,,,,,,,
51826,食材,,,江维草,,,,,,,,
51827,食材,,,山活血,,,,,,,,
51828,食材,,,对叶榕,,,,,,,,
51829,食材,,,牛奶树,,,,,,,,
